,CHLA,ALK,TDP,TDN,K,MG,SRSI,MN,CL,FE,SO4,DOC,NO3,PARTN,NA,COND,NH3,DIC,PARTP,PH,CA,NO2,PARTC,SECCHI_DEPTHS,MEAN_DAILY_DISCHARGE,clusters
238,1.6475,231.0,23.0,684.0,0.32,1.23,7.805,0.0,0.26,0.92,0.76,1765.0,50.0,39.0,1.99,32.0,17.0,326.0,4.0,6.44,4.6,3.0,351.3,4.25,0.008,3
239,1.6475,0.0,46.0,1237.0,0.46,0.84,5.921,0.0,0.18,1.38,0.1,4352.0,0.0,68.0,0.97,37.0,17.0,355.0,6.0,4.22,2.46,10.0,840.5,4.25,0.0005,1
240,1.6475,31.8,49.0,944.0,0.07,0.49,6.87,0.0,0.22,0.76,0.65,2129.0,39.0,52.0,1.08,19.0,17.0,459.0,4.0,4.9,1.83,7.0,554.0,4.25,0.0016,1
241,1.6475,164.2,3.0,228.0,0.41,0.84,2.351,0.0,0.22,0.03,1.79,634.0,15.0,65.0,1.18,26.0,17.0,223.0,4.0,6.75,3.07,0.0,541.5,4.25,0.004,0
242,1.6475,190.6,23.0,724.0,0.29,1.15,7.407,0.0,0.25,0.97,0.75,1963.0,45.0,43.0,1.9,30.0,17.0,281.0,5.0,6.32,4.39,5.0,387.7,4.25,0.009,3
243,1.6475,0.0,42.0,1128.5,0.41,0.8,5.4975,0.0099,0.175,1.205,0.105,4352.5,0.0,61.5,0.925,38.0,17.0,359.5,11.5,4.23,2.355,10.5,906.75,4.25,0.0006,1
244,1.6475,24.0,35.0,830.0,0.07,0.48,6.035,0.0,0.23,0.68,0.91,1958.0,40.0,28.0,1.09,19.0,17.0,360.0,5.0,4.94,1.77,0.0,354.8,4.25,0.0029,2
245,1.6475,167.6,3.0,249.0,0.4,0.83,2.325,0.0,0.23,0.03,1.9,644.0,11.0,66.0,1.18,26.0,17.0,223.0,7.0,6.71,3.02,1.0,570.0,4.25,0.004,0
246,2.21,174.2,3.0,171.0,0.39,0.66,0.428,0.0,0.19,0.07,1.44,380.0,4.0,42.0,0.78,23.0,17.0,226.0,5.0,6.98,2.94,0.0,416.0,4.0,0.004,0
247,1.88,126.2,3.0,248.0,0.58,1.07,0.59,0.0348,0.18,0.25,1.25,548.0,4.0,53.0,0.95,20.0,17.0,188.0,6.0,6.58,2.27,0.0,396.3,4.25,0.004,0
248,1.6475,146.8,5.5,402.0,0.35,0.69,3.457,0.0,0.2,0.265,1.36,1496.0,2.7,39.15,0.98,25.125,17.0,227.0,4.0,6.35,2.545,1.0,454.25,4.25,0.004,0
249,1.6475,146.8,5.5,402.0,0.35,0.69,3.457,0.0,0.2,0.265,1.36,2544.0,2.7,39.15,0.98,25.125,17.0,227.0,4.0,6.35,2.545,1.0,454.25,4.25,0.004,0
250,1.6475,146.8,5.5,402.0,0.35,0.69,3.457,0.0,0.2,0.265,1.36,1262.0,2.7,39.15,0.98,25.125,17.0,227.0,4.0,6.35,2.545,1.0,454.25,4.25,0.004,0
251,1.6475,146.8,5.5,402.0,0.35,0.69,3.457,0.0,0.2,0.265,1.36,1079.0,2.7,39.15,0.98,25.125,17.0,227.0,4.0,6.35,2.545,1.0,454.25,4.25,0.004,0
252,1.6475,146.8,5.5,402.0,0.35,0.69,3.457,0.0,0.2,0.265,1.36,1449.0,2.7,39.15,0.98,25.125,17.0,227.0,4.0,6.35,2.545,1.0,454.25,4.25,0.004,0
253,1.6475,146.8,5.5,402.0,0.35,0.69,3.457,0.0,0.2,0.265,1.36,2516.0,2.7,39.15,0.98,25.125,17.0,227.0,4.0,6.35,2.545,1.0,454.25,4.25,0.004,0
254,1.6475,146.8,5.5,402.0,0.35,0.69,3.457,0.0,0.2,0.265,1.36,1113.0,2.7,39.15,0.98,25.125,17.0,227.0,4.0,6.35,2.545,1.0,454.25,4.25,0.004,0
255,1.6475,146.8,5.5,402.0,0.35,0.69,3.457,0.0,0.2,0.265,1.36,2528.0,2.7,39.15,0.98,25.125,17.0,227.0,4.0,4.26,2.545,1.0,454.25,4.25,0.004,2
256,1.6475,146.8,5.5,402.0,0.35,0.69,3.457,0.0,0.2,0.265,1.36,1506.0,2.7,39.15,0.98,25.125,17.0,227.0,4.0,5.04,2.545,1.0,454.25,4.25,0.004,2
257,1.6475,146.8,5.5,402.0,0.35,0.69,3.457,0.0,0.2,0.265,1.36,1134.0,2.7,39.15,0.98,25.125,17.0,227.0,4.0,6.36,2.545,1.0,454.25,4.25,0.004,0
258,1.6475,146.8,5.5,402.0,0.35,0.69,3.457,0.0,0.2,0.265,1.36,2537.0,2.7,39.15,0.98,25.125,17.0,227.0,4.0,4.28,2.545,1.0,454.25,4.25,0.004,2
259,1.6475,146.8,5.5,402.0,0.35,0.69,3.457,0.0,0.2,0.265,1.36,1542.0,2.7,39.15,0.98,25.125,17.0,227.0,4.0,5.03,2.545,1.0,454.25,4.25,0.004,2
260,2.19,121.0,2.572,320.0,0.38,0.75,0.904,0.046,0.19,0.05,1.31,526.0,61.0,55.9,0.67,25.125,2.0,239.0,5.0,6.32,2.22,0.0,495.3,4.25,0.004,0
261,1.6475,89.2,9.41,496.0,0.0,0.52,4.28,0.0008,0.1,0.27,0.84,1177.0,48.0,26.7,1.06,25.125,7.0,188.0,3.0,5.89,2.14,0.0,277.2,4.25,0.004,2
262,1.6475,0.0,13.332,501.0,0.35,0.69,4.077,0.0,0.2,0.265,1.36,1238.5,1.0,41.9,0.98,25.125,5.0,307.0,3.0,4.27,2.545,0.0,672.5,4.25,0.004,2
263,1.6475,13.0,6.851,357.0,0.0,0.31,3.376,0.0063,0.05,0.17,1.34,1084.0,13.0,24.3,0.65,25.125,0.0,191.0,1.0,4.92,1.1,0.0,242.1,4.25,0.004,2
264,1.6475,165.8,2.697,267.0,0.39,0.71,2.487,0.0091,0.25,0.04,2.06,594.0,45.0,37.0,1.01,25.125,0.0,231.0,2.0,6.61,2.93,0.0,357.1,4.25,0.004,0
265,2.97,163.8,3.704,265.0,0.37,0.7,2.472,0.0071,0.23,0.03,1.83,603.0,43.0,52.2,0.99,25.125,0.0,225.0,4.0,6.66,2.84,0.0,432.5,3.75,0.004,0
266,1.6475,125.6,11.817,426.0,0.3,0.6,3.877,0.0153,0.09,0.3,1.16,1243.0,18.0,24.9,1.18,25.125,12.0,295.0,4.0,6.14,2.48,0.0,469.8,4.25,0.004,2
267,1.6475,0.0,16.422,515.0,0.38,0.26,4.342,0.0132,0.09,0.36,0.38,2030.0,0.0,47.4,0.61,25.125,20.0,252.0,5.0,4.29,0.7,0.0,683.0,4.25,0.004,2
268,1.6475,16.8,10.654,449.0,0.0,0.34,3.351,0.0081,0.08,0.27,1.65,1168.0,27.0,17.6,0.75,25.125,15.0,238.0,5.0,4.94,1.21,0.0,259.4,4.25,0.004,2
269,1.6475,162.0,5.194,265.0,0.36,0.69,2.455,0.0067,0.27,0.03,2.07,608.0,28.0,60.1,0.97,25.125,0.0,196.0,5.0,6.86,2.77,0.0,547.5,4.25,0.004,0
270,1.6475,165.4,12.2,463.0,0.35,0.76,3.531,0.0021,0.12,0.39,1.24,1282.0,19.0,20.2,1.43,25.6,20.0,258.0,3.0,6.33,3.15,0.0,202.5,4.25,0.004,0
271,1.6475,0.0,17.7,613.0,0.42,0.28,3.841,0.006,0.13,0.43,0.38,2274.0,0.0,48.4,0.67,27.0,38.0,299.0,5.0,4.25,0.75,0.0,652.6,4.25,0.004,2
272,1.6475,20.0,13.5,483.0,0.0,0.33,4.935,0.0057,0.06,0.28,1.64,1183.0,50.0,17.8,0.71,16.5,25.0,319.0,3.0,5.03,1.22,0.0,337.6,4.25,0.004,2
273,1.6475,157.0,3.9,250.0,0.37,0.7,2.507,0.0017,0.27,0.02,2.13,614.0,8.0,52.7,0.98,25.4,6.0,177.0,4.0,7.13,2.8,0.0,625.6,4.25,0.004,0
274,2.09,123.6,3.2,274.0,0.34,0.72,0.93,0.0446,0.23,0.03,1.5,530.0,41.0,45.9,0.6,25.125,2.0,161.0,4.0,6.86,2.05,0.0,511.5,4.25,0.004,0
275,3.91,166.8,3.41,246.0,0.4,0.75,2.608,0.0018,0.28,0.03,2.1,630.0,1.0,54.5,1.07,25.125,1.0,227.0,3.0,7.19,2.79,1.0,587.5,2.5,0.004,0
276,1.6475,170.8,12.82,515.0,0.35,0.79,4.626,0.0033,0.11,0.4,1.11,1428.0,16.0,34.3,1.63,25.2,11.0,220.0,2.0,6.4,3.09,0.0,325.8,4.25,0.004,3
277,1.6475,0.0,16.68,599.0,0.46,0.31,4.72,0.0061,0.1,0.46,0.23,2543.0,0.0,54.4,0.75,28.0,29.0,262.0,4.0,4.29,0.86,0.0,657.0,4.25,0.004,2
278,1.6475,23.6,15.5,550.0,0.0,0.37,3.829,0.006,0.0,0.33,0.31,1461.0,60.0,31.1,0.84,17.4,26.0,310.0,3.0,5.0,1.03,0.0,360.13,4.25,0.004,2
279,1.6475,163.0,3.39,258.0,0.42,0.71,2.4,0.0011,0.28,0.02,2.08,589.0,0.0,49.0,1.07,25.0,0.0,173.0,4.0,7.17,2.67,0.0,630.5,4.25,0.004,0
280,0.85,171.0,1.6,166.0,0.0,0.0,0.638,0.0,0.25,0.0,1.67,339.0,0.0,34.7,0.0,25.125,0.0,227.0,3.0,7.16,0.0,0.0,399.1,5.25,0.004,0
281,1.6475,229.0,16.5,575.0,0.0,0.0,3.829,0.0,0.1,0.0,0.98,1478.0,13.0,16.7,0.0,32.0,17.0,227.0,3.0,6.5,0.0,0.0,230.9,4.25,0.004,2
282,1.6475,0.0,18.0,617.0,0.53,0.33,4.937,0.0071,0.12,0.48,0.16,2592.0,0.0,34.1,0.86,28.5,55.0,227.0,4.0,4.29,0.9,0.0,570.5,4.25,0.004,2
283,1.6475,31.6,21.9,673.0,0.0,0.38,3.425,0.0072,0.08,0.37,0.97,1642.0,38.0,51.4,0.86,18.0,31.0,227.0,4.0,5.02,1.4,0.0,404.7,4.25,0.004,2
284,1.6475,165.0,2.3,249.0,0.4,0.71,2.398,0.0012,0.27,0.02,2.07,586.0,0.0,57.9,1.08,25.5,0.0,227.0,3.0,7.18,2.68,0.0,554.5,4.25,0.004,0
285,2.27,128.4,1.8,257.0,0.0,0.0,0.811,0.0,0.22,0.0,1.54,549.0,14.0,71.7,0.0,25.125,0.0,227.0,6.0,7.11,0.0,0.0,608.0,4.25,0.004,0
286,2.62,163.0,2.9,223.0,0.0,0.0,2.555,0.0,0.25,0.0,2.15,658.0,0.0,59.7,0.0,25.125,0.0,227.0,3.0,7.14,0.0,0.0,505.5,3.25,0.004,0
287,1.6475,277.4,20.315,708.0,0.48,1.08,3.635,0.0114,0.24,0.55,0.86,3085.0,19.0,58.9,2.19,36.0,33.0,329.0,5.0,6.61,4.32,0.0,429.4,4.25,0.004,3
288,1.6475,0.0,18.996,698.0,0.53,0.36,5.564,0.009,0.17,0.56,0.14,2769.0,0.0,58.9,0.93,27.9,67.0,327.0,5.0,4.32,1.09,0.0,502.0,4.25,0.004,1
289,1.6475,42.0,37.045,973.0,0.0,0.41,3.64,0.0091,0.19,0.51,0.91,1823.0,54.0,82.8,0.95,20.0,71.0,465.0,9.0,5.02,1.56,0.0,644.5,4.25,0.004,2
290,1.6475,168.4,4.025,233.0,0.42,0.69,2.302,0.002,0.25,0.02,2.13,620.0,0.0,117.7,1.1,24.5,3.0,171.0,9.0,7.15,2.66,0.0,1025.5,4.25,0.004,0
291,0.815,177.1,2.862,216.5,0.4,0.57,0.66,0.0012,0.215,0.0,1.68,370.5,0.0,41.7,0.715,25.125,1.0,208.5,4.0,7.21,2.685,0.0,368.8,5.25,0.004,0
292,1.6475,305.2,19.153,745.0,0.46,1.25,4.992,0.0059,0.16,0.64,0.88,1729.0,34.0,51.5,2.25,38.0,34.0,408.0,7.0,6.49,4.96,0.0,500.5,4.25,0.004,3
293,1.6475,0.0,17.07,745.0,0.55,0.41,5.542,0.0078,0.19,0.62,0.12,2981.0,0.0,54.0,0.97,30.9,68.0,346.0,5.0,4.3,1.24,0.0,452.6,4.25,0.004,1
294,1.6475,167.6,1.968,237.0,0.4,0.69,2.427,0.0011,0.24,0.0,2.09,625.0,0.0,93.98,1.09,24.0,5.0,172.0,4.0,7.06,2.59,0.0,990.5,4.25,0.004,0
295,1.94,132.8,1.708,249.0,0.365,0.7,0.6335,0.00075,0.18,0.0,1.48,549.0,0.0,66.55,0.67,25.125,6.0,135.0,5.0,7.15,1.875,0.0,462.3,4.25,0.004,0
296,3.415,165.9,3.2,250.0,0.425,0.705,2.4085,0.00065,0.225,0.0,1.815,610.0,0.5,62.95,1.11,25.125,0.0,175.0,5.0,7.21,2.7,0.0,564.25,3.75,0.004,0
297,1.6475,22.6,19.941,721.0,0.0,1.15,4.886,0.003,0.09,0.75,0.5,1983.0,48.0,35.3,1.91,34.9,31.0,324.0,4.0,6.46,4.75,0.0,388.8,4.25,0.004,3
298,1.6475,0.0,13.411,717.0,0.45,0.41,4.593,0.0073,0.16,0.59,0.05,3044.0,0.0,20.1,0.94,33.1,36.0,318.0,5.0,4.2,1.21,0.0,362.6,4.25,0.004,1
299,1.6475,42.6,28.764,945.0,0.0,0.48,3.636,0.0102,0.15,0.65,0.46,2285.0,24.0,48.6,1.07,21.1,49.0,473.0,3.0,4.89,1.79,1.0,472.2,4.25,0.004,2
300,1.6475,162.3,3.8105,270.0,0.43,0.7,2.374,0.0006,0.48,0.015,1.91,616.5,1.5,53.8,1.105,25.9,5.5,174.5,4.0,7.29,2.145,0.0,831.25,4.25,0.004,0
301,1.0,172.4,1.743,194.0,0.41,0.57,0.631,0.0008,0.27,0.0,1.63,349.0,2.0,32.8,0.72,25.125,2.0,200.0,4.0,7.24,2.66,0.0,332.9,6.5,0.004,0
302,1.6475,222.4,15.669,712.0,0.0,1.04,5.551,0.003,0.1,0.73,0.06,2093.0,37.0,0.0,1.78,32.0,29.0,277.0,3.0,6.34,4.3,0.0,286.4,4.25,0.004,3
303,1.6475,0.0,12.048,649.0,0.35,0.43,4.391,0.0076,0.13,0.6,0.44,3025.0,3.0,24.3,0.9,33.1,25.0,331.0,2.0,4.2,1.25,0.0,274.7,4.25,0.004,2
304,1.6475,43.0,21.733,834.0,0.0,0.47,4.346,0.0087,0.06,0.6,0.38,2112.0,25.0,15.8,1.04,21.0,32.0,421.0,2.0,4.91,1.78,0.0,269.8,4.25,0.004,2
305,1.45,128.4,2.51,233.0,0.37,0.69,0.544,0.0028,0.18,0.0,1.59,545.0,3.0,43.8,0.65,25.125,2.0,136.0,3.0,7.14,1.85,0.0,407.9,4.25,0.004,0
306,1.65,167.8,2.755,240.0,0.42,0.69,2.433,0.0007,0.18,0.0,1.46,597.0,1.0,41.8,1.09,25.125,3.0,178.0,2.0,7.13,2.64,1.0,382.8,3.75,0.004,0
307,1.6475,306.4,26.453,851.0,0.0,1.3,5.415,0.0055,0.08,0.96,0.49,2074.0,89.0,57.0,2.07,38.2,37.0,374.0,3.0,6.61,5.46,0.0,723.0,4.25,0.004,3
308,1.6475,0.0,15.913,732.0,0.39,0.49,4.618,0.0094,0.15,0.77,0.08,3512.0,3.0,21.2,0.98,33.9,34.0,367.0,1.0,4.23,1.48,0.0,311.9,4.25,0.004,1
309,1.6475,46.4,25.865,881.0,0.0,0.52,2.982,0.0102,0.14,0.72,0.37,2182.0,8.0,52.2,1.02,19.5,28.0,385.0,2.0,5.0,1.95,0.0,423.3,4.25,0.004,2
310,1.6475,165.0,2.959,236.0,0.37,0.75,2.286,0.0008,0.24,0.0,1.97,607.0,3.0,47.3,1.08,25.5,3.0,177.0,1.0,7.23,2.78,0.0,557.0,4.25,0.004,0
311,0.51,175.3,2.61,201.0,0.36,0.605,0.5555,0.00035,0.19,0.0,1.56,327.0,2.0,28.2,0.69,25.125,5.5,206.0,1.0,7.31,2.79,0.0,260.5,6.5,0.004,0
312,1.6475,313.2,29.073,908.0,0.0,1.49,5.666,0.0109,0.12,1.09,0.45,2174.0,82.0,89.7,1.98,42.0,43.0,176.0,4.0,6.39,5.95,1.0,884.5,4.25,0.004,3
313,1.6475,0.0,18.296,812.0,0.37,0.57,4.914,0.0095,0.14,0.89,0.08,3558.0,2.0,109.9,0.96,35.05,40.0,486.0,5.0,4.23,1.77,0.0,1598.0,4.25,0.004,1
314,1.6475,48.6,30.692,912.0,0.0,0.57,2.696,0.0114,0.21,0.78,0.44,2334.0,3.0,70.1,1.06,20.02,21.0,390.0,5.0,5.05,2.02,0.0,555.5,4.25,0.004,2
315,1.6475,164.6,5.5,227.0,0.38,0.75,2.327,0.0007,0.23,0.0,1.98,609.0,0.0,68.9,1.08,21.11,2.0,445.0,4.0,7.22,2.76,0.0,467.4,4.25,0.004,0
316,1.78,168.6,4.319,259.0,0.38,0.74,2.315,0.0015,0.33,0.0,1.95,619.0,2.0,57.1,1.06,25.125,2.0,227.0,3.0,7.19,2.77,0.0,344.3,4.0,0.004,0
317,1.6475,199.6,20.842,771.0,0.0,1.17,5.613,0.0126,0.09,1.05,0.37,2428.0,25.0,53.5,1.44,29.3,28.0,280.0,6.0,6.17,4.76,0.0,643.5,4.25,0.004,3
318,1.6475,0.0,13.305,675.0,0.0,0.48,3.667,0.0095,0.09,0.73,0.07,3239.0,0.0,30.3,0.79,36.4,30.0,359.0,4.0,4.15,1.42,0.0,348.1,4.25,0.004,2
319,1.6475,30.4,14.26,690.0,0.0,0.48,4.43,0.008,0.12,0.52,0.73,1905.0,4.0,47.0,0.77,21.6,27.0,392.0,2.0,4.82,1.74,0.0,233.9,4.25,0.004,2
320,1.6475,158.8,2.777,248.0,0.37,0.74,2.339,0.0005,0.24,0.01,1.91,642.0,0.0,79.6,1.07,25.2,3.0,172.0,3.0,7.14,2.73,1.0,495.6,4.25,0.004,0
321,0.86,168.2,2.8,196.0,0.38,0.6,0.61,0.0008,0.19,0.0,1.52,387.0,1.0,39.3,0.69,25.125,2.0,187.0,3.0,7.2,2.74,0.0,380.9,5.0,0.004,0
322,1.6475,378.0,40.816,1153.0,0.36,1.8,6.524,0.0135,0.19,1.47,0.43,2508.0,89.0,166.6,2.06,46.5,30.0,508.0,8.0,6.47,7.22,1.0,2312.0,4.25,0.004,3
323,1.6475,0.0,41.176,1094.0,0.44,0.67,5.707,0.0149,0.25,1.32,0.13,4215.0,0.0,57.4,1.04,39.0,39.0,169.0,4.0,4.18,2.05,2.0,540.5,4.25,0.004,1
324,1.6475,51.2,26.138,952.0,0.0,0.52,3.133,0.011,0.2,0.79,0.35,2121.0,2.0,67.1,1.0,19.9,16.0,342.0,3.0,5.07,2.0,0.0,728.0,4.25,0.004,2
325,1.6475,166.8,4.28,261.0,0.39,0.74,2.321,0.0007,0.23,0.01,1.99,587.0,1.0,52.2,1.09,25.5,1.0,163.0,2.0,7.45,2.75,1.0,654.0,4.25,0.004,0
326,0.89,117.0,3.453,289.0,0.32,0.72,0.663,0.0004,0.16,0.01,1.24,604.0,1.0,53.8,0.64,25.125,5.0,125.0,2.0,6.97,1.83,1.0,451.7,4.25,0.004,0
327,1.6475,345.8,30.11,915.0,0.34,1.57,6.822,0.0104,0.17,1.19,0.44,1875.0,87.0,86.5,1.93,41.9,33.0,537.0,7.0,6.52,6.17,1.0,954.7,4.25,0.004,3
328,1.6475,0.0,52.82,1167.0,0.46,0.67,5.468,0.0205,0.22,1.37,0.09,4538.0,0.0,56.9,0.94,39.7,66.0,355.0,5.0,4.09,2.01,2.0,612.0,4.25,0.004,1
329,1.6475,45.2,21.473,808.0,0.0,0.53,3.659,0.0116,0.12,0.81,0.33,2157.0,2.0,45.8,0.93,19.2,16.0,381.0,4.0,5.05,1.92,0.0,658.0,4.25,0.004,2
330,1.6475,162.2,2.777,252.0,0.38,0.74,2.328,0.0015,0.22,0.0,1.94,611.0,1.0,51.4,1.11,24.6,2.0,161.0,4.0,7.18,2.7,0.0,498.0,4.25,0.004,0
331,1.03,169.2,2.296,212.0,0.39,0.6,0.56,0.0012,0.21,0.0,1.52,376.0,3.0,33.7,0.71,25.125,9.0,185.0,2.0,7.3,2.73,0.0,365.8,6.25,0.004,0
332,1.6475,56.8,24.356,821.0,0.0,0.54,3.558,0.0116,0.1,0.83,0.33,2221.0,1.0,79.0,0.96,19.5,15.0,359.0,5.0,5.13,2.04,0.0,965.5,4.25,0.004,2
333,1.6475,169.6,3.5,264.0,0.39,0.75,2.338,0.0006,0.23,0.0,1.96,605.0,1.0,60.0,1.1,25.6,3.0,170.0,3.0,7.18,2.76,1.0,609.0,4.25,0.004,0
334,1.255,122.0,2.4845,267.0,0.335,0.73,0.647,0.0003,0.17,0.0,1.245,592.0,2.0,45.0,0.64,25.125,4.5,121.5,3.0,7.04,1.875,0.0,459.35,4.25,0.004,0
335,1.25,167.6,3.728,266.0,0.395,0.75,2.325,0.00085,0.245,0.0,1.915,625.0,1.0,49.1,1.095,25.125,3.0,174.0,2.0,7.14,2.82,1.0,387.05,4.25,0.004,0
336,1.6475,168.0,2.612,286.0,0.4,0.74,2.294,0.0006,0.24,0.0,1.97,639.0,2.0,47.6,1.1,25.3,6.0,164.0,3.0,7.36,2.77,0.0,469.9,4.25,0.004,0
337,1.0,173.0,2.529,212.0,0.38,0.61,0.544,0.0005,0.19,0.0,1.57,365.0,0.0,30.8,0.71,25.125,2.0,188.0,3.0,7.25,2.78,1.0,366.0,5.75,0.004,0
338,1.96,170.0,2.533,253.0,0.4,0.72,2.271,0.0006,0.24,0.02,1.88,578.0,1.0,47.3,1.13,25.125,0.0,174.0,3.0,7.19,2.66,1.0,320.7,4.0,0.004,0
339,1.545,177.4,1.8685,190.0,0.39,0.615,0.487,0.0,0.21,0.0,1.605,379.5,0.0,47.05,0.73,25.125,0.0,190.0,2.5,7.3,2.81,0.0,416.1,6.75,0.004,0
340,2.01,127.4,3.098,273.0,0.34,0.74,0.514,0.0,0.2,0.0,1.28,644.0,0.0,414.2,0.65,25.125,3.0,146.0,3.0,7.07,1.94,0.0,464.1,4.25,0.004,0
341,2.425,176.4,2.695,249.5,0.41,0.745,2.2115,0.0,0.23,0.0,1.98,642.0,2.0,35.35,1.095,25.125,0.0,181.0,3.5,7.15,2.78,0.0,334.35,3.25,0.004,0
342,1.6475,195.8,16.885,672.0,0.36,1.08,6.175,0.0,0.26,0.58,2.53,1693.0,14.0,16.0,1.83,33.0,6.0,301.0,4.0,6.22,4.05,0.0,303.6,4.25,0.004,3
343,1.6475,0.0,51.02,1380.0,0.31,0.88,4.842,0.0155,0.2,1.06,0.48,5359.0,2.0,84.8,0.95,47.0,34.0,452.0,8.0,4.07,2.59,0.0,1208.0,4.25,0.004,1
344,1.6475,43.6,39.417,991.0,0.0,0.72,6.559,0.0,0.48,0.89,1.56,2593.0,2.0,41.8,1.06,26.5,25.0,477.0,5.0,4.84,2.49,0.0,511.0,4.25,0.004,2
345,1.6475,173.6,3.097,258.0,0.41,0.76,2.264,0.0,0.24,0.02,1.98,613.0,1.0,57.2,1.11,25.5,5.0,187.0,3.0,7.07,2.78,0.0,614.0,4.25,0.004,0
346,1.55,174.2,2.424,197.0,0.38,0.59,0.43,0.0,0.19,0.0,1.54,361.0,2.0,28.9,0.71,25.125,4.0,69.0,4.0,7.27,2.73,0.0,433.8,4.5,0.004,0
347,1.6475,119.4,16.372,788.0,0.34,0.86,5.737,0.0146,0.24,0.69,1.52,2241.0,12.0,29.1,1.39,27.6,10.0,293.0,5.0,5.59,3.46,0.0,302.8,4.25,0.004,3
348,1.6475,0.0,33.471,1099.0,0.53,0.75,3.403,0.0147,0.21,0.93,0.26,4456.0,1.0,63.0,0.8,46.0,19.0,425.0,4.0,4.06,2.17,0.0,710.5,4.25,0.004,1
349,1.6475,165.2,3.167,258.0,0.39,0.74,2.198,0.0,0.23,0.0,1.93,594.0,2.0,64.9,1.1,25.0,3.0,180.0,4.0,7.17,2.74,0.0,540.5,4.25,0.004,0
350,3.44,127.2,3.505,266.0,0.32,0.72,0.438,0.0,0.16,0.0,1.25,592.0,2.0,50.4,0.63,25.125,5.0,141.0,4.0,7.03,1.88,0.0,487.6,4.25,0.004,0
351,3.55,168.8,2.653,246.0,0.4,0.74,2.229,0.0,0.25,0.0,1.96,616.0,1.0,34.6,1.09,25.125,6.0,186.0,3.0,6.99,2.76,0.0,356.3,3.5,0.004,0
352,1.6475,131.8,14.254,718.0,0.32,0.84,6.129,0.0,0.29,0.72,1.06,2037.0,29.0,24.1,1.32,25.0,7.0,281.0,5.0,5.86,3.35,0.0,322.4,4.25,0.004,3
353,1.6475,0.0,37.11,1191.0,0.52,0.69,3.925,0.0,0.22,1.07,0.15,4492.0,1.0,69.2,0.76,41.0,23.0,398.0,6.0,4.09,2.02,0.0,940.5,4.25,0.004,1
354,1.6475,14.6,13.577,628.0,0.0,0.47,5.194,0.0,0.29,0.47,1.47,1758.0,4.0,27.8,0.81,20.3,10.0,288.0,3.0,4.78,1.66,0.0,264.9,4.25,0.004,2
